index,Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier,github_url,github_code
394,End-to-End Feature Decontaminated Network for UAV Tracking,H. Zuo; C. Fu; S. Li; J. Ye; G. Zheng,"School of Mechanical Engineering, Tongji University, Shanghai, China; School of Mechanical Engineering, Tongji University, Shanghai, China; School of Mechanical Engineering, Tongji University, Shanghai, China; School of Mechanical Engineering, Tongji University, Shanghai, China; School of Mechanical Engineering, Tongji University, Shanghai, China",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26 Dec 2022,2022,,,12130,12137,"Object feature pollution is one of the burning issues in vision-based UAV tracking, commonly caused by occlusion, fast motion, and illumination variation. Due to the contaminated information in the polluted object features, most trackers fail to precisely estimate the object location and scale. To address the above disturbing issue, this work proposes a novel end-to-end feature decontaminated network for efficient and effective UAV tracking, i.e., FDNT. FDNT mainly includes two modules: a decontaminated downsampling network and a decontaminated upsampling network. The former reduces the interference information of the feature pollution and enhanced the expression of the object location information with two asymmetric convolution branches. The latter restores the object scale information with the super-resolution technology-based low-to-high encoder, achieving a further decontamination effect. Moreover, a novel pooling distance loss is carefully developed to assist the decontaminated downsampling network in concentrating on the critical regions with the object information. Exhaustive experiments on three well-known benchmarks validate the effectiveness of FDNT, especially on the sequences with feature pollution. In addition, real-world tests show the efficiency of FDNT with 31.4 frames per second. The code and demo videos are available at https://github.com/vision4robotics/FDNT.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981882,National Natural Science Foundation of China(grant numbers:62173249); Natural Science Foundation of Shanghai(grant numbers:20ZR1460100); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981882,,Visualization;Pollution;Convolution;Decontamination;Superresolution;Lighting;Interference,,4.0,,39,IEEE,26 Dec 2022,,,IEEE,IEEE Conferences,https://github.com/vision4robotics/FDNT,https://github.com/vision4robotics/FDNT
395,Visual-Tactile Multimodality for Following Deformable Linear Objects Using Reinforcement Learning,L. Pecyna; S. Dong; S. Luo,"Department of Computer Science, University of Liverpool, Liverpool, UK; School of Computer Science & Engineering, University of Washington, Seattle, WA, USA; Department of Engineering, King's College London, London, UK",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26 Dec 2022,2022,,,3987,3994,"Manipulation of deformable objects is a challenging task for a robot. It would be problematic to use a single sensory input to track the behaviour of such objects: vision can be subjected to occlusions, whereas tactile inputs cannot capture the global information that is useful for the task. In this paper, we study the problem of using vision and tactile inputs together to complete the task of following deformable linear objects, for the first time. We create a Reinforcement Learning agent using different sensing modalities and investigate how its behaviour can be boosted using visual-tactile fusion, compared to using a single sensing modality. To this end, we developed a benchmark in simulation for manipulating the deformable linear objects using multimodal sensing inputs. The policy of the agent uses distilled information, e.g., the pose of the object in both visual and tactile perspectives, instead of the raw sensing signals, so that it can be directly transferred to real environments. In this way, we disentangle the perception system and the learned control policy. Our extensive experiments show that the use of both vision and tactile inputs, together with proprioception, allows the agent to complete the task in up to 92% of cases, compared to 77% when only one of the signals is given. Our results can provide valuable insights for the future design of tactile sensors and for deformable objects manipulation. Code and videos can be found at: https://github.com/lpecyna/SoftSlidingGym.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9982218,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982218,,Deformable models;Visualization;Codes;Multimodal sensors;Tactile sensors;Reinforcement learning;Benchmark testing,,14.0,,28,IEEE,26 Dec 2022,,,IEEE,IEEE Conferences,https://github.com/lpecyna/SoftSlidingGym,https://github.com/lpecyna/SoftSlidingGym
396,RAPTOR: Rapid Aerial Pickup and Transport of Objects by Robots,A. X. Appius; E. Bauer; M. Blöchlinger; A. Kalra; R. Oberson; A. Raayatsanati; P. Strauch; S. Suresh; M. von Salis; R. K. Katzschmann,"Soft Robotics Lab, ETH Zurich, Switzerland; Soft Robotics Lab, ETH Zurich, Switzerland; Soft Robotics Lab, ETH Zurich, Switzerland; Soft Robotics Lab, ETH Zurich, Switzerland; Soft Robotics Lab, ETH Zurich, Switzerland; Soft Robotics Lab, ETH Zurich, Switzerland; Soft Robotics Lab, ETH Zurich, Switzerland; Soft Robotics Lab, ETH Zurich, Switzerland; Soft Robotics Lab, ETH Zurich, Switzerland; Soft Robotics Lab, ETH Zurich, Switzerland",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26 Dec 2022,2022,,,349,355,"Rapid aerial grasping through robots can lead to many applications that utilize fast and dynamic picking and placing of objects. Rigid grippers traditionally used in aerial manipulators require high precision and specific object geometries for successful grasping. We propose RAPTOR, a quadcopter platform combined with a custom Fin Ray®gripper to enable more flexible grasping of objects with different geometries, leveraging the properties of soft materials to increase the contact surface between the gripper and the objects. To reduce the communication latency, we present a new lightweight middleware solution based on Fast DDS (Data Distribution Service) as an alternative to ROS (Robot Operating System). We show that RAPTOR achieves an average of 83% grasping efficacy in a real-world setting for four different object geometries while moving at an average velocity of 1 m/s during grasping. In a high-velocity setting, RAPTOR supports up to four times the payload compared to previous works. Our results highlight the potential of aerial drones in automated warehouses and other manipulation applications where speed, swiftness, and robustness are essential while operating in hard-to-reach places.11Code: https://github.com/raptor-ethz/raptor_setup",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981668,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981668,,Geometry;Tracking;Systems architecture;Grasping;Aerodynamics;Trajectory;Grippers,,17.0,,31,IEEE,26 Dec 2022,,,IEEE,IEEE Conferences,https://github.com/raptor-ethz/raptor_setup,https://github.com/raptor-ethz/raptor_setup
397,A Robust Sidewalk Navigation Method for Mobile Robots Based on Sparse Semantic Point Cloud,M. Wen; Y. Dai; T. Chen; C. Zhao; J. Zhang; D. Wang,"School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore; School of Electrical and Electronic Engineering, Nanyang Technological University, Singapore",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26 Dec 2022,2022,,,7841,7846,"Last-mile delivery robots are usually required to navigate on the sidewalk through a fixed route. The current solutions heavily rely on the image-based perception and GPS localization to successfully complete delivery tasks. However, it is prone to fail and become unreliable when the robot runs in challenging conditions, such as operating in different illuminations, or under canopies of trees or buildings. To address these issues, this paper proposes a novel robust sidewalk navigation method for the last-mile delivery robots with an affordable sparse LiDAR, which consists of two main modules: Semantic Point Cloud Network (SegPCn) and Reactive Nav-igation Network (RNn), as shown in Fig. 1. More specifically, SegPCn takes the raw 3D point cloud as input and predicts the point-wise segmentation labels, presenting a robust perception capability even in the night. Then, the semantic point clouds are fed to RNn to generate an angular velocity to navigate the robot along the sidewalk, where the localization of the robot is not required. Moreover, an autolabeling mechanism is developed to reduce the labor involved in data preparation as well. And the LSTM neural network is explored to effectively leverage the historical context and derive correct decisions. Extensive experiments have been carried out to verify the efficacy of this method, and the results show that this method enables the robot to navigate on the sidewalk robustly during day and night. We open source the code and the data set on https://github.com/lukewenMX/Robust-Navigation-Method.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981281,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981281,,Point cloud compression;Location awareness;Image segmentation;Codes;Navigation;Semantics;Lighting,,9.0,,30,IEEE,26 Dec 2022,,,IEEE,IEEE Conferences,https://github.com/lukewenMX/Robust-Navigation-Method,https://github.com/lukewenMX/Robust-Navigation-Method
398,Scene-level Tracking and Reconstruction without Object Priors,H. Chang; A. Boularias,"Department of Computer Science, Rutgers University, NJ, USA; Department of Computer Science, Rutgers University, NJ, USA",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26 Dec 2022,2022,,,3785,3792,"We present the first real-time system capable of tracking and reconstructing, individually, every visible object in a given scene, without any form of prior on the rigidness of the objects, texture existence, or object category. In contrast with previous methods such as Co-Fusion and MaskFusion that first segment the scene into individual objects and then process each object independently, the proposed method dynamically segments the non-rigid scene as part of the tracking and reconstruction process. When new measurements indicate topology change, reconstructed models are updated in real-time to reflect that change. Our proposed system can provide the live geometry and deformation of all visible objects in a novel scene in real-time, which makes it possible to be integrated seamlessly into numerous existing robotics applications that rely on object models for grasping and manipulation. The capabilities of the proposed system are demonstrated in challenging scenes that contain multiple rigid and non-rigid objects. Supplementary material, including video, can be found at https://github.com/changhaonan/STAR-no-prior.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9982159,"NSF(grant numbers:1734492,1846043,2132972); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982159,,Geometry;Deformable models;Visualization;Stars;Grasping;Streaming media;Real-time systems,,1.0,,20,IEEE,26 Dec 2022,,,IEEE,IEEE Conferences,https://github.com/changhaonan/STAR-no-prior,https://github.com/changhaonan/STAR-no-prior
399,Learning Object-Based State Estimators for Household Robots,Y. Du; T. Lozano-Perez; L. P. Kaelbling,"Computer Science and Artificial Intelligence Laboratory, MIT, USA; Computer Science and Artificial Intelligence Laboratory, MIT, USA; Computer Science and Artificial Intelligence Laboratory, MIT, USA",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26 Dec 2022,2022,,,12558,12565,"A robot operating in a household makes observations of multiple objects as it moves around over the course of days or weeks. The objects may be moved by inhabitants, but not completely at random. The robot may be called upon later to retrieve objects and will need a long-term object-based memory in order to know how to find them. Existing work in semantic SLAM does not attempt to capture the dynamics of object movement. In this paper, we combine some aspects of classic techniques for data-association filtering with modern attention-based neural networks to construct object-based memory systems that operate on high-dimensional observations and hypotheses. We perform end-to-end learning on labeled observation trajectories to learn both the transition and observation models. We demonstrate the system's effectiveness in maintaining memory of dynamically changing objects in both simulated environment and real images, and demonstrate improvements over classical structured approaches as well as unstructured neural approaches. Additional information available at project website: https://yilundu.github.io/obm/.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981287,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981287,,Simultaneous localization and mapping;Filtering;Semantics;Neural networks;Trajectory;Intelligent robots,,1.0,,34,IEEE,26 Dec 2022,,,IEEE,IEEE Conferences,https://yilundu.github.io/obm,
400,Adversarial Attacks on Monocular Pose Estimation,H. Chawla; A. Varma; E. Arani; B. Zonooz,"Advanced Research Lab, NavInfo Europe, The Netherlands; Advanced Research Lab, NavInfo Europe, The Netherlands; Advanced Research Lab, NavInfo Europe, The Netherlands; Advanced Research Lab, NavInfo Europe, The Netherlands",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26 Dec 2022,2022,,,12500,12505,"Advances in deep learning have resulted in steady progress in computer vision with improved accuracy on tasks such as object detection and semantic segmentation. Nevertheless, deep neural networks are vulnerable to adversarial attacks, thus presenting a challenge in reliable deployment. Two of the prominent tasks in 3D scene-understanding for robotics and advanced driver assistance systems are monocular depth and pose estimation, often learned together in an unsupervised manner. While studies evaluating the impact of adversarial attacks on monocular depth estimation exist, a systematic demonstration and analysis of adversarial perturbations against pose estimation are lacking. We show how additive imperceptible perturbations can not only change predictions to increase the trajectory drift but also catastrophically alter its geometry. We also study the relation between adversarial perturbations targeting monocular depth and pose estimation networks, as well as the transferability of perturbations to other networks with different architectures and losses. Our experiments show how the generated perturbations lead to notable errors in relative rotation and translation predictions and elucidate vulnerabilities of the networks.11Code can be found at https://github.com/NeurAI-Lab/mono-pose-attack.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9982154,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982154,,Deep learning;Training;Three-dimensional displays;Systematics;Perturbation methods;Pose estimation;Predictive models,,6.0,,23,IEEE,26 Dec 2022,,,IEEE,IEEE Conferences,https://github.com/NeurAI-Lab/mono-pose-attack,https://github.com/NeurAI-Lab/mono-pose-attack
401,PUTN: A Plane-fitting based Uneven Terrain Navigation Framework,Z. Jian; Z. Lu; X. Zhou; B. Lan; A. Xiao; X. Wang; B. Liang,"Center for Artificial Intelligence and Robotics, Shenzhen International Graduate School, Tsinghua University, Shenzhen, China; School of Mechanical Engineering and Automation, Harbin Institute of Technology, Shenzhen, China; School of Mechanical Engineering and Automation, Harbin Institute of Technology, Shenzhen, China; Center for Artificial Intelligence and Robotics, Shenzhen International Graduate School, Tsinghua University, Shenzhen, China; Department of Electronic and Electrical Engineering, Southern University of Science and Technology, Shenzhen, China; Center for Artificial Intelligence and Robotics, Shenzhen International Graduate School, Tsinghua University, Shenzhen, China; Center for Artificial Intelligence and Robotics, Shenzhen International Graduate School, Tsinghua University, Shenzhen, China",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26 Dec 2022,2022,,,7160,7166,"Autonomous navigation of ground robots has been widely used in indoor structured 2D environments, but there are still many challenges in outdoor 3D unstructured environments, especially in rough, uneven terrains. This paper proposed a plane-fitting based uneven terrain navigation framework (PUTN) to solve this problem. The implementation of PUTN is divided into three steps. First, based on Rapidly-exploring Random Trees (RRT), an improved sample-based algorithm called Plane Fitting RRT*(PF- RRT*) is proposed to obtain a sparse trajectory. Each sampling point corresponds to a custom traversability index and a fitted plane on the point cloud. These planes are connected in series to form a traversable “strip”. Second, Gaussian Process Regression is used to generate traversability of the dense trajectory interpolated from the sparse trajectory, and the sampling tree is used as the training set. Finally, local planning is performed using nonlinear model predictive control (NMPC). By adding the traversability index and uncertainty to the cost function, and adding obstacles generated by the real-time point cloud to the constraint function, a safe motion planning algorithm with smooth speed and strong robustness is available. Experiments in real scenarios are conducted to verify the effectiveness of the method. The source code is released for the reference of the community11Source code: https://github.com/jianzhuozhuTHU/putn..",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981038,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981038,,Point cloud compression;Training;Strips;Uncertainty;Three-dimensional displays;Navigation;Trajectory,,40.0,,22,IEEE,26 Dec 2022,,,IEEE,IEEE Conferences,https://github.com/jianzhuozhuTHU/putn,https://github.com/jianzhuozhuTHU/putn
402,LF-VIO: A Visual-Inertial-Odometry Framework for Large Field-of-View Cameras with Negative Plane,Z. Wang; K. Yang; H. Shi; P. Li; F. Gao; K. Wang,"State Key Laboratory of Modern Optical Instrumentation, Zhejiang University, China; Institute for Anthropomatics and Robotics, Karlsruhe Institute of Technology, Germany; State Key Laboratory of Modern Optical Instrumentation, Zhejiang University, China; State Key Laboratory of Modern Optical Instrumentation, Zhejiang University, China; State Key Laboratory of Industrial Control Technology, Zhejiang University, China; State Key Laboratory of Modern Optical Instrumentation, Zhejiang University, China",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26 Dec 2022,2022,,,4423,4430,"Visual-inertial-odometry has attracted extensive attention in the field of autonomous driving and robotics. The size of Field of View (FoV) plays an important role in Visual-Odometry (VO) and Visual-Inertial-Odometry (VIO), as a large FoV enables to perceive a wide range of surrounding scene elements and features. However, when the field of the camera reaches the negative half plane, one cannot simply use $[u, v, 1]^{T}$ to represent the image feature points anymore. To tackle this issue, we propose LF-VIO, a real-time VIO framework for cameras with extremely large FoV.We leverage a threedimensional vector with unit length to represent feature points, and design a series of algorithms to overcome this challenge. To address the scarcity of panoramic visual odometry datasets with ground-truth location and pose, we present the PALVIO dataset, collected with a Panoramic Annular Lens (PAL) system with an entire FoV of 36 $0^{\circ}\times(40^{\circ}\sim 120^{\circ})$ and an IMU sensor. With a comprehensive variety of experiments, the proposed LF-VIO is verified on both the established PALVIO benchmark and a public fisheye camera dataset with a FoV of $360^{\circ}\times(0^{\circ}\sim 93.5^{\circ})$. LF-VIO outperforms state-of-the-art visual-inertial-odometry methods. Our dataset and code are made publicly available at https://github.com/flysoaryun/LF-VIO",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981217,National Natural Science Foundation of China(grant numbers:12174341); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981217,,Visualization;Simultaneous localization and mapping;Robot vision systems;Pose estimation;Cameras;Real-time systems;Robustness,,8.0,,45,IEEE,26 Dec 2022,,,IEEE,IEEE Conferences,https://github.com/flysoaryun/LF-VIO,https://github.com/flysoaryun/LF-VIO
403,Adapting Rapid Motor Adaptation for Bipedal Robots,A. Kumar; Z. Li; J. Zeng; D. Pathak; K. Sreenath; J. Malik,"University of California, Berkeley, California, USA; University of California, Berkeley, California, USA; University of California, Berkeley, California, USA; Carnegie Mellon University; University of California, Berkeley, California, USA; University of California, Berkeley, California, USA",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26 Dec 2022,2022,,,1161,1168,"Recent advances in legged locomotion have en-abled quadrupeds to walk on challenging terrains. However, bipedal robots are inherently more unstable and hence it's harder to design walking controllers for them. In this work, we leverage recent advances in rapid adaptation for locomotion control, and extend them to work on bipedal robots. Similar to existing works, we start with a base policy which produces actions while taking as input an estimated extrinsics vector from an adaptation module. This extrinsics vector contains information about the environment and enables the walking controller to rapidly adapt online. However, the extrinsics estimator could be imperfect, which might lead to poor performance of the base policy which expects a perfect estimator. In this paper, we propose A-RMA (Adapting RMA), which additionally adapts the base policy for the imperfect extrinsics estimator by finetuning it using model-free RL. We demonstrate that A-RMA outperforms a number of RL-based baseline controllers and model-based controllers in simulation, and show zero-shot deployment of a single A-RMA policy to enable a bipedal robot, Cassie, to walk in a variety of different scenarios in the real world beyond what it has seen during training. Videos and results at https: //ashish-kmr.github.io/a-rma/",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981091,National Science Foundation(grant numbers:CMMI-1944722); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981091,,Legged locomotion;Training;Adaptation models;Visualization;Robot vision systems;Surface roughness;Rough surfaces,,16.0,,48,IEEE,26 Dec 2022,,,IEEE,IEEE Conferences,https://ashish-kmr.github.io/a-rma,
404,Acoustic Localization and Communication Using a MEMS Microphone for Low-cost and Low-power Bio-inspired Underwater Robots,A. Hinduja; Y. Ohm; J. Liao; C. Majidi; M. Kaess,"Department of Mechanical Engineering, Carnegie Mellon University, Pittsburgh, PA, USA; Department of Mechanical Engineering, Carnegie Mellon University, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA; Department of Mechanical Engineering, Carnegie Mellon University, Pittsburgh, PA, USA; Robotics Institute, Carnegie Mellon University, Pittsburgh, PA, USA",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26 Dec 2022,2022,,,5470,5477,"Having accurate localization capabilities is one of the fundamental requirements of autonomous robots. For underwater vehicles, the choices for effective localization are limited due to limitations of GPS use in water and poor environ-mental visibility that makes camera-based methods ineffective. Popular inertial navigation methods for underwater localization using Doppler-velocity log sensors, sonar, high-end inertial navigation systems, or acoustic positioning systems require bulky expensive hardware which are incompatible with low-cost, bio-inspired underwater robots. In this paper, we introduce an approach for underwater robot localization inspired by GPS methods known as acoustic pseudoranging. Our method allows us to potentially localize multiple bio-inspired robots equipped with commonly available micro electro-mechanical systems microphones. This is achieved through estimating the time difference of arrival of acoustic signals sent simultaneously through four speakers with a known constellation geometry. We also leverage the same acoustic framework to perform one-way communication with the robot to execute some primitive motions. To our knowledge, this is the first application of the approach for the on-board localization of small bio-inspired robots in water. Hardware schematics and the accompanying code are released to aid further development in the field33https://github.com/rpl-cmu/underwater-acoustic-pseudoranging.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981355,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981355,,Location awareness;Autonomous underwater vehicles;Time difference of arrival;Sonar;Inertial navigation;Sonar navigation;Acoustics,,,,24,IEEE,26 Dec 2022,,,IEEE,IEEE Conferences,https://github.com/rpl-cmu/underwater-acoustic-pseudoranging,https://github.com/rpl-cmu/underwater-acoustic-pseudoranging
405,Markerless Suture Needle 6D Pose Tracking with Robust Uncertainty Estimation for Autonomous Minimally Invasive Robotic Surgery,Z. -Y. Chiu; A. Z. Liao; F. Richter; B. Johnson; M. C. Yip,"Department of Electrical and Computer Engineering, University of California San Diego, La Jolla, CA, USA; Department of Electrical and Computer Engineering, University of California San Diego, La Jolla, CA, USA; Department of Electrical and Computer Engineering, University of California San Diego, La Jolla, CA, USA; Department of Computer Science and Engineering, University of California San Diego, La Jolla, CA, USA; Department of Electrical and Computer Engineering, University of California San Diego, La Jolla, CA, USA",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26 Dec 2022,2022,,,5286,5292,"Suture needle localization is necessary for autonomous suturing. Previous approaches in autonomous suturing often relied on fiducial markers rather than markerless detection schemes for localizing a suture needle due to the in-consistency of markerless detections. However, fiducial markers are not practical for real-world applications and can often be occluded from environmental factors in surgery (e.g., blood). Therefore in this work, we present a robust tracking approach for estimating the 6D pose of a suture needle when using inconsistent detections. We define observation models based on suture needles' geometry that captures the uncertainty of the detections and fuse them temporally in a probabilistic fashion. In our experiments, we compare different permutations of the observation models in the suture needle localization task to show their effectiveness. Our proposed method outperforms previous approaches in localizing a suture needle. We also demonstrate the proposed tracking method in an autonomous suture needle regrasping task and ex vivo environments**The code is available at https://github.com/ucsdarclab/suture-needle-tracking..",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981966,Telemedicine and Advanced Technology Research Center; NSF(grant numbers:2045803); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981966,,Location awareness;Geometry;Uncertainty;Minimally invasive surgery;Fuses;Needles;Probabilistic logic,,10.0,,29,IEEE,26 Dec 2022,,,IEEE,IEEE Conferences,https://github.com/ucsdarclab/suture-needle-tracking,https://github.com/ucsdarclab/suture-needle-tracking
406,Stubborn: A Strong Baseline for Indoor Object Navigation,H. Luo; A. Yue; Z. -W. Hong; P. Agrawal,"Department of Electrical Engineering and Computer Science at MIT, Improbable AI Lab; Department of Electrical Engineering and Computer Science at MIT, Improbable AI Lab; Department of Electrical Engineering and Computer Science at MIT, Improbable AI Lab; Department of Electrical Engineering and Computer Science at MIT, Improbable AI Lab",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26 Dec 2022,2022,,,3287,3293,"We present a strong baseline that surpasses the performance of previously published methods on the Habitat Challenge task of navigating to a target object in indoor environments. Our method is motivated from primary failure modes of prior state-of-the-art: poor exploration, inaccurate object identification, and agent getting trapped due to imprecise map construction. We make three contributions to mitigate these issues: (i) First, we show that existing map-based methods fail to effectively use semantic clues for exploration. We present a semantic-agnostic exploration strategy (called Stubborn) without any learning that surprisingly outperforms prior work. (ii) We propose a strategy for integrating temporal information to improve object identification. (iii) Lastly, due to inaccurate depth observation the agent often gets trapped in small regions. We develop a multi-scale collision map for obstacle identification that mitigates this issue. Website: https://github.com/Improbable-AI/Stubborn",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981646,DARPA Machine Common Sense Program and Army Research Office's(grant numbers:W911NF-21-1-0328); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981646,,Navigation;Semantics;Indoor environment;Object recognition;Task analysis;Intelligent robots,,19.0,,31,IEEE,26 Dec 2022,,,IEEE,IEEE Conferences,https://github.com/Improbable-AI/Stubborn,https://github.com/Improbable-AI/Stubborn
407,Containerization and Orchestration of Software for Autonomous Mobile Robots: a Case Study of Mixed-Criticality Tasks across Edge-Cloud Computing Platforms,F. Lumpp; F. Fummi; H. D. Patel; N. Bombieri,"Dept. of Computer Science, Univ. of Verona, Italy; Dept. of Computer Science, Univ. of Verona, Italy; Dept. of Electrical and Computer Eng., Univ. of Waterloo, Canada; Dept. of Computer Science, Univ. of Verona, Italy",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26 Dec 2022,2022,,,9708,9713,"Containerization promises to strengthen platform-independent development, better resource utilization, and secure deployment of software. As these benefits come with negligible overhead in CPU and memory utilization, containerization is increasingly being adopted in mobile robotic applications. An open challenge is supporting software tasks that have mixed-criticality requirements. Even more challenging is the combination of real-time containers with orchestration, which is an emerging paradigm to automate the deployment, networking, scaling, and availability of containerized workloads and services. This paper addresses this challenge by presenting a framework that extends the de-facto reference standard for container orchestration, Kubernetes, to schedule tasks with mixed-criticality requirements. Quantitative experimental results on the software implementing the mission of a Robotnik RB-Kairos mobile robot demonstrate the effectiveness of the proposed approach. The source code is publicly available on GitHub.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981581,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981581,,Schedules;Source coding;Containers;Software;Real-time systems;Mobile robots;Resource management,,5.0,,27,IEEE,26 Dec 2022,,,IEEE,IEEE Conferences,,
408,Scalable Model-based Policy Optimization for Decentralized Networked Systems,Y. Du; C. Ma; Y. Liu; R. Lin; H. Dong; J. Wang; Y. Yang,"King's College London, London, UK; Xiamen University, Xiamen, China; Peking University, Beijing, China; Chinese Academy of Sciences, Beijing, China; CFCS, School of CS, Peking University; University College London, London, UK; Peking University, Beijing, China",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26 Dec 2022,2022,,,9019,9026,"Reinforcement learning algorithms require a large amount of samples; this often limits their real-world applications on even simple tasks. Such a challenge is more outstanding in multi-agent tasks, as each step of operation is more costly, requiring communications or shifting or resources. This work aims to improve data efficiency of multi-agent control by model-based learning. We consider networked systems where agents are cooperative and communicate only locally with their neighbors, and propose the decentralized model-based policy optimization framework (DMPO). In our method, each agent learns a dynamic model to predict future states and broadcast their predictions by communication, and then the policies are trained under the model rollouts. To alleviate the bias of model-generated data, we restrain the model usage for generating myopic rollouts, thus reducing the compounding error of model generation. To pertain the independence of policy update, we introduce extended value function and theoretically prove that the resulting policy gradient is a close approximation to true policy gradients. We evaluate our algorithm on several benchmarks for intelligent transportation systems, which are connected autonomous vehicle control tasks (Flow and CACC) and adaptive traffic signal control (ATSC). Empirical results show that our method achieves superior data efficiency and matches the performance of model-free methods using true models. The source code of our algorithm and baselines can be found at https://github.com/PKU-MARL/Model-Based-MARL.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9982253,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9982253,,Adaptation models;Source coding;Reinforcement learning;Predictive models;Approximation algorithms;Data models;Task analysis,,2.0,,43,IEEE,26 Dec 2022,,,IEEE,IEEE Conferences,https://github.com/PKU-MARL/Model-Based-MARL,https://github.com/PKU-MARL/Model-Based-MARL
